TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide
824	âÞ?íºÍö?									1									1	1																																																																																			
825	ãêÝúîÜ?ãóÝ¬									1									1	1	99																																																																																		
826	ÍÔËÀãêÝúîÜ?ãóÝ¬									1									1	1																																																																																			
827	?ÍÅ?ãêÝúîÜ?ãóÝ¬									1									1	1																																																																																			
828	Ù¥ÕÕãêÝúîÜ?ãóÝ¬									1									1	1																																																																																			
829	?èª??ãóÝ¬									1									1	1																																																																																			
830	?ÝÖ?÷åñýü£									1									1	1																																																																																			
831	ÑÎÝïÒù?ñýü£									1									1	1																																																																																			
832	??ÕÃñýü£									1									1	1																																																																																			
833	?îèñýØªÛö??									1									1	1																																																																																			
834	ÕÃÕÃîÜïñ?à´									1									1	1																																																																																			
835	?ßÈîÜïñ?à´									1									1	1																																																																																			
836	?îèîÜÓ­?									1									1	1																																																																																			
843	øÖ???îÜ÷®Ï´ãá									1									1	1																																																																																			
844	ãá?îÜãá									1									1	1																																																																																			
845	ð®Þå?îÜÝúÚËãá									1									1	1																																																																																			
846	öõ??ÜýîÜãá									1									1	1																																																																																			
847	?ÒýßµîÜãá									1									1	1																																																																																			
848	ãêÝúîÜ?ìÑãá									1									1	1																																																																																			
849	?- ÜæìÔ3?									1									1	1																																																																																			
850	?- ÜæìÔ2?									1									1	1																																																																																			
851	?- ÜæìÔ1?									1									1	1																																																																																			
852	??ÞÙîÜ??									1									1	1																																																																																			
853	??ÞÙîÜ?? - 1???									1									1	1																																																																																			
854	??ÞÙîÜ?? - 2???									1									1	1																																																																																			
855	??ÞÙîÜ?? - 3???									1									1	1																																																																																			
856	??ÞÙîÜ?? - ?èÇ									1									1	1																																																																																			
857	÷éÒù÷²îÜ??									1									1	1																																																																																			
858	÷éÒù÷²ûú?îè÷å?ÞÙîÜ??									1									1	1																																																																																			
859	?Ì«ÓìÕÃã¿îÜá¶êóÊ«ðé									1									1	1																																																																																			
860	? - 1ðçÊ¾									1									1	1																																																																																			
861	? - 2ðçÊ¾									1									1	1																																																																																			
862	? - 3ðçÊ¾									1									1	1																																																																																			
863	?éÍõ½íä?à´îÜ???									1									1	1																																																																																			
864	??ÞÙîÜ?åëÙþ?									1									1	1																																																																																			
865	ßãà¤ÓìîÜò¦?									1									1	1																																																																																			
866	çé?÷²Ïé?									1									1	1																																																																																			
867	õ½????îÜÏé?									1									1	1																																																																																			
868	??îÜÝúÚËÙþ?									1									1	1																																																																																			
869	á³ßÕí­ - ì«ÜæìÔ									1									1	1																																																																																			
870	á³ßÕí­- ïáî¤ÜæìÔñé									1									1	1																																																																																			
871	ÓÞßÕí­									1									1	1																																																																																			
872	ì«ÜæìÔò¢?ßÕ									1									1	1																																																																																			
873	÷ò?îÜò¢?ßÕ									1									1	1																																																																																			
874	?ê«îÜò¢?ßÕ									1									1	1																																																																																			
875	?ùßò¢?îÜßÕí­ 2									1									1	1																																																																																			
876	ØªÛö??à´									1									1	1																																																																																			
877	ØªÛö??à´ - 1?Ó«ã®?									1									1	1																																																																																			
878	ØªÛö??à´ - 2?Ó«ã®?									1									1	1																																																																																			
879	î¤?Ðï÷²?÷²?ÞÅéÄîÜ?à´									1									1	1																																																																																			
880	???Ðº?ÓðîÜÌüò¦									1									1	1																																																																																			
881	õ½íäîÜ?à´÷å×ì??									1									1	1																																																																																			
882	â©ÎÃ?à´									1									1	1																																																																																			
883	øÖÐºîÜÌüò¦									1									1	1																																																																																			
884	?á¥ØªÛö?									1									1	1																																																																																			
885	??îÜØªÛö?									1									1	1																																																																																			
886	Úâ?ØªÛö?									1									1	1																																																																																			
887	ØªÛö?â©									1									1	1																																																																																			
888	ú°ð¶ÜæìÔ?â©									1									1	1																																																																																			
889	??êÈöÇØªÛö?									1									1	1																																																																																			
890	?êóÞúúÅîÜ?									1									1	1	99																																																																																		
891	÷åð¤äÌïÒ?									1									1	1																																																																																			
892	÷åð¤ØªÛöú°ð¶?									1									1	1																																																																																			
893	Ú±?ûùîÜ?â©									1									1	1																																																																																			
894	?ûùìéÚõîÜ?â©									1									1	1																																																																																			
895	ð®ÞåéÄÚ·ñÐ									1									1	1																																																																																			
896	??ëÚîÜÍÔ?ñÐ									1									1	1																																																																																			
897	ë×ûùîÜàäâ©									1									1	1																																																																																			
898	÷Á?îÜÝúÚËÓçí­									1									1	1																																																																																			
899	Íö?									1									1	1																																																																																			
900	ù¬??îÜÓ­?									1									1	1																																																																																			
901	?ÞÍÛÁÎýßÂìÑîÜ??									1									1	1																																																																																			
902	ù¬??îÜ?									1									1	1																																																																																			
903	ù¬??îÜÏá									1									1	1																																																																																			
904	ù¬??îÜÛöíè									1									1	1																																																																																			
905	Üô?îÜïñ?à´									1									1	1																																																																																			
906	ÎÖÚªù«úÔ									1									1	1	99																																																																																		
907	ù¬ÝÂà°îÜÎÖÚªù«úÔ									1									1	1																																																																																			
914	ÎÖÚªù«úÔ-ì«ù¬ÝÂà°									1									1	1																																																																																			
915	Üô?ïÒîÜÑÑ?									1									1	1																																																																																			
916	?ÐôÙµîÜ?â©									1									1	1																																																																																			
917	ØªÛöÝ¬?									1									1	1																																																																																			
918	ØªÛöÝ¬?-??									1									1	1																																																																																			
919	ØªÛöÝ¬?-Ðö?ù¡									1									1	1																																																																																			
920	?åë?îÜ??à´									1									1	1																																																																																			
921	ØªÛöÙþí®Ìüò¦									1									1	1																																																																																			
922	ØªÛöõ÷?Ìüò¦									1									1	1																																																																																			
923	?ó·?í­îÜßÕí­									1									1	1																																																																																			
924	??Ê¥îè?ÞÙîÜÌüò¦									1									1	1																																																																																			
925	Ê£??ÕÃîÜãáËì									1									1	1																																																																																			
926	Ê¨îèÕÃÞÙîÜ÷åöáãáËì									1									1	1																																																																																			
927	÷éæ¶ùë?îÜö½??									1									1	1																																																																																			
928	???îÜïñ?â©									1									1	1																																																																																			
929	äïÙµ÷Á??éÄñÐ									1									1	1																																																																																			
930	×ÝÝÖ?Òý××ä¹îÜ?ñ«									1									1	1																																																																																			
931	îè??ÞÍØª?									1									1	1																																																																																			
932	???îÜØªÛößÕí­									1									1	1																																																																																			
933	?à¥Ìüò¦									1									1	1																																																																																			
934	ØªÛöñÐ									1									1	1																																																																																			
935	?ÞÙÍ¯îÜ??									1									1	1																																																																																			
936	?÷åßÝÕÃîÜ?									1									1	1	99																																																																																		
937	?÷åßÝÕÃ£¬ßÝÞÙîÜ?									1									1	1																																																																																			
938	?÷åßÝÕÃ£¬ßÝÞÙ£¬Ú·?Í¯îÜ?									1									1	1																																																																																			
939	äïÞÙ÷åÕÃîÜÝúÚËÓçí­									1									1	1																																																																																			
940	÷éøÖ?îÜ???									1									1	1																																																																																			
941	÷éøÖ?îÜ????÷éæ¶ùë?ì¤ôÕÊ¥									1									1	1																																																																																			
942	÷éøÖ?îÜ????ýñ??ì¤ôÕÊ¥									1									1	1																																																																																			
943	÷éøÖ?îÜ?????×ÍÐºÞÙì¤ôÕÊ¥									1									1	1																																																																																			
944	??ÞÙîÜ??									1									1	1																																																																																			
945	???îÜÝ¬?									1									1	1																																																																																			
946	??ëÚîÜ??ãáËì									1									1	1																																																																																			
947	÷é?îÜãáËì									1									1	1																																																																																			
948	áê??Õ¦?îÜãáËì									1									1	1																																																																																			
949	äõ?÷¼ÖôîÜãáËì									1									1	1																																																																																			
950	?èÝ??ð¯ìé?áïø¸									1									1	1																																																																																			
951	?èÝ??ð¯ì£?áïø¸									1									1	1																																																																																			
952	?èÝ??ð¯ß²?áïø¸									1									1	1																																																																																			
953	?èÝ??ð¯ÞÌ?áïø¸									1									1	1																																																																																			
954	ýÙäÞÙþ??ð¯ìé?									1									1	1																																																																																			
955	ýÙäÞÙþ??ð¯ì£?									1									1	1																																																																																			
956	ýÙäÞÙþ??ð¯ß²?									1									1	1																																																																																			
957	ýÙäÞÙþ??ð¯ÞÌ?									1									1	1																																																																																			
958	ýÙäÞÙþ??ð¯çé?									1									1	1																																																																																			
960	Í¯ÓÛ?Ë£									1									1	1																																																																																			
962	áÜÞÒâ¢îÜïñ?à´									1									1	1																																																																																			
966	ýÙßäÑÃê¹à´									1									1	1																																																																																			
967	??ÑÃê¹à´									1									1	1	99																																																																																		
968	?ìÑúµÍé									1									1	1	99																																																																																		
970	Ô×úëËÝØªñýÜê									1									1	1	99																																																																																		
974	?ÓüîÜÝ¨?									1									1	1	99																																																																																		
978	à´çÈØªíè									1									1	1																																																																																			
1179	?ã÷îÜ?â¢									1									1	1																																																																																			
1180	?ã÷îÜ?÷Ú									1									1	1																																																																																			
1181	?ã÷îÜ?ü¨									1									1	1																																																																																			
1182	?ã÷îÜýØË£									1									1	1																																																																																			
1183	èÝñý??									1									1	1																																																																																			
1184	?ã÷îÜ??									1									1	1																																																																																			
1239	à»??â¢÷ß									1									1	1																																																																																			
1240	ÞÙ÷î×âÐÆßÚïÖÚª									1									1	1																																																																																			
1241	ÞÙ÷î×âÐÆßÚïÖÚª									1									1	1																																																																																			
1242	ÞÙ÷î×âÐÆßÚïÖÚª									1									1	1																																																																																			
1243	ÞÙ÷î×âÐÆßÚïÖÚª									1									1	1																																																																																			
1244	à»???ü¨									1									1	1																																																																																			
1245	à»???Ë£									1									1	1																																																																																			
1185	äïÕÃòÒÞÙèÓíñ									1									1	1																																																																																			
1186	Ê¨øÖ×ù?óÌíºõ½í­?ò¤									1									1	1																																																																																			
1187	ØªÛöýåúì??õ½í­?ò¤									1									1	1																																																																																			
1188	×¿Þ¢Þïèíõ½í­?ò¤									1									1	1																																																																																			
1189	å¯îÄõó?ò¢õ½í­?ò¤									1									1	1																																																																																			
1190	?äÑÕÉõ½í­?ò¤									1									1	1																																																																																			
1191	êë?ËÔ??ò¤									1									1	1																																																																																			
1246	?ßäØªÛö?à´									1									1	1																																																																																			
1247	ØªÛö?îÜ?à´									1									1	1																																																																																			
1192	ûýñý?									1									1	1																																																																																			
1193	??ìÑîÜ?Úª									1									1	1																																																																																			
1248	ØªÛöÛÁåÙà´									1									1	1																																																																																			
1249	à¤Öô×ìÒ½ÞÙîÜ?Úª									1									1	1																																																																																			
1250	ØªÛö?îÜ?à´									1									1	1																																																																																			
1251	ØªÛö?îÜ?à´									1									1	1																																																																																			
1252	ØªÛö?îÜ?à´									1									1	1																																																																																			
1194	ãÝã¹Ð¡ÊÅò¿Ë£									1									1	1																																																																																			
1253	ú­ÓìëîîÜÊÇ									1									1	1																																																																																			
1195	1000ÑÑ?Óçí­									1									1	1																																																																																			
1196	?ó·ÞãÑÑîÜÓçí­									1									1	1																																																																																			
1197	Õéú¼íºîÜ?Óç									1									1	1																																																																																			
1198	Õéú¼íºîÜ?Óç									1									1	1																																																																																			
1199	Õéú¼íºîÜ?Óç									1									1	1																																																																																			
1200	?ã÷îÜ?Óç									1									1	1																																																																																			
1254	á³?îÜ?Óç									1									1	1																																																																																			
1255	á³?îÜ?Óç									1									1	1																																																																																			
1256	á³?îÜ?Óç									1									1	1																																																																																			
1257	ù¨ã¢îÜ?Óç									1									1	1																																																																																			
1258	íúó·îÜÍÛÚª									1									1	1																																																																																			
1259	íúó·îÜÍÛÚª									1									1	1																																																																																			
1260	íúó·îÜÍÛÚª									1									1	1																																																																																			
1201	ýÙÑÑ?									1									1	1																																																																																			
1202	á³èáìÑîÜ??									1									1	1																																																																																			
1203	á³èáìÑîÜ??									1									1	1																																																																																			
1204	á³èáìÑîÜ??									1									1	1																																																																																			
1205	á³èáìÑîÜ??									1									1	1																																																																																			
1261	??									1									1	1																																																																																			
1262	?ÑÑ?									1									1	1																																																																																			
1263	??îÜ??									1									1	1																																																																																			
1206	?ÑÑÏé?									1									1	1																																																																																			
1264	êóÔ¸îÜå¯îÄ?Öù									1									1	1																																																																																			
1207	ØªÛöÛÁåÙ?â©									1									1	1																																																																																			
1208	êóßæ?îÜúÅâ©?									1									1	1																																																																																			
1265	ØªÛö?									1									1	1																																																																																			
1266	êóÔ¸îÜÖãë¿									1									1	1																																																																																			
1209	10Ò´îñ?èÝîÜ?									1									1	1	99																																																																																		
1210	?õæîÜãÝù¡									1									1	1																																																																																			
1267	ÞÅéÄÖõúÅÖùîÜãÝù¡									1									1	1																																																																																			
1268	øÐ?îÜÓÞò¢ñýÖãë¿									1									1	1																																																																																			
1269	?îè?ÞÙîÜä³?									1									1	1																																																																																			
1270	Ê¨øÖ×ùîÜä³?									1									1	1																																																																																			
1271	Õ¦Ø°ÓìÊÅò¿Ë£									1									1	1																																																																																			
1211	ØªÛöù«úÔ									1									1	1																																																																																			
1212	ÑÑ?									1									1	1																																																																																			
1213	ä¹??ì¥ÓìÑÑ?									1									1	1																																																																																			
1214	ÑÑßäÑÑ?									1									1	1																																																																																			
1272	?ÕÕîÜÑÑ?									1									1	1																																																																																			
1215	ð¯ì£?ýÙßä?èÝñý?									1									1	1																																																																																			
1216	ð¯ß²?ýÙßä?èÝñý?									1									1	1																																																																																			
1217	ð¯ìé?ýÙßä?èÝñý?									1									1	1																																																																																			
1218	ýÙäÞ?à´									1									1	1																																																																																			
1219	ÓÞò¢ñý?ÒÁ?ïÜ									1									1	1																																																																																			
1220	ÓÞò¢ñý?ÒÁ?ïÜ									1									1	1																																																																																			
1221	ÓÞò¢ñý?ÒÁ?ïÜ									1									1	1	99																																																																																		
1222	ÓÞò¢ñý?ÒÁ?ïÜ									1									1	1																																																																																			
1223	ÓÞò¢ñý?ÒÁ?ïÜ									1									1	1																																																																																			
1273	ýÙßäØªÛö?ñýà´									1									1	1	99																																																																																		
1274	ýÙßäØªÛö?ñýà´									1									1	1	99																																																																																		
1275	ýÙßäØªÛö?ñýà´									1									1	1	99																																																																																		
1276	ýÙßäØªÛö?ñýà´									1									1	1																																																																																			
1224	ÞÝØÌñý?									1									1	1																																																																																			
1225	ÞÝØÌñý?									1									1	1																																																																																			
1226	ÞÝØÌñý?									1									1	1																																																																																			
1227	ÞÝØÌñý?									1									1	1																																																																																			
1228	ÞÝØÌñý?									1									1	1																																																																																			
1229	ÞÝØÌñý?									1									1	1																																																																																			
1230	??ØªÛöà´									1									1	1																																																																																			
1231	Ô³ÝÖîÜ?Úª									1									1	1																																																																																			
1232	÷òáïîÜØªÛö?									1									1	1	99																																																																																		
1233	?öÇØªÛöà´									1									1	1																																																																																			
1234	?ÐºîÜ?									1									1	1																																																																																			
1235	ð¯çé?ñéûúÝ¬?									1									1	1																																																																																			
1236	äï÷åîÜÝ¬?									1									1	1	99																																																																																		
1237	?ûùîÜÝ¬?									1									1	1																																																																																			
1277	?ò¢Ý¬?									1									1	1																																																																																			
1278	?ð¶ØÌ?Ý¬?									1									1	1																																																																																			
1279	?ð¶ØÌ?Ý¬?									1									1	1																																																																																			
1280	?ð¶ØÌ?Ý¬?									1									1	1																																																																																			
1281	?ð¶ØÌ?Ý¬?									1									1	1																																																																																			
1282	?ð¶ØÌ?Ý¬?									1									1	1																																																																																			
1283	äÌ?Ý¬?									1									1	1																																																																																			
1284	ô»â©Ò³èí?æ´?ò¤									1									1	1																																																																																			
1285	ô»â©Ò³èí?æ´?ò¤									1									1	1																																																																																			
1286	ô»â©Ò³èí?æ´?ò¤									1									1	1																																																																																			
1287	ô»â©Ò³èí?æ´?ò¤									1									1	1																																																																																			
1288	ô»â©Ò³èí?æ´?ò¤									1									1	1																																																																																			
1289	ú°Ô¸Ý¬?									1									1	1																																																																																			
1290	ú°Ô¸Ý¬?									1									1	1																																																																																			
1238	Ùé?é»îÜÝ¬?									1									1	1																																																																																			
1291	ÕÉìÑîÜÙ¾									1									1	1																																																																																			
1292	÷åêóîÜ?õ®									1									1	1																																																																																			
1293	ù¬??îÜÓçí­									1									1	1																																																																																			
1294	ßæÙ¤ñý?äû									1									1	1																																																																																			
1295	ûè?ØªÛö?									1									1	1																																																																																			
1296	ð¯ÞÌ???áïø¸									1									1	1																																																																																			
1297	ð¯ì£???áïø¸									1									1	1																																																																																			
1298	ð¯ß²???áïø¸									1									1	1																																																																																			
1299	?úºß£ÍÛØªÛöà´									1									1	1																																																																																			
1300	ð¯ìé???áïø¸									1									1	1																																																																																			
1301	?ÎÃê¨ñýêú									1									1	1																																																																																			
1302	ûýñý?ïÜ									1									1	1																																																																																			
1303	ûýñý?à´									1									1	1	99																																																																																		
1304	?ßäØªÛö?à´									1									1	1																																																																																			
1305	?Úª?à´									1									1	1																																																																																			
1306	?ÕÕîÜ??									1									1	1																																																																																			
1307	÷áç¯??									1									1	1																																																																																			
1308	?üÀ??									1									1	1																																																																																			
1309	??ûúàäìÑÌø???									1									1	1																																																																																			
1310	ä¹×ì?îÜ??									1									1	1																																																																																			
1311	ØªÛöô»â©									1									1	1																																																																																			
1312	?õæñýñÐ									1									1	1																																																																																			
1313	ã÷ëò?â©									1									1	1																																																																																			
1314	ØÎÊ¿ñý?									1									1	1																																																																																			
1315	á¼ã÷Ìüò¦									1									1	1																																																																																			
1316	?ÒûÌüò¦									1									1	1																																																																																			
1317	ÞÙ÷î×âÐÆ?ÚªÌüò¦									1									1	1																																																																																			
1318	Ëï?Ìüò¦									1									1	1																																																																																			
1319	ùßÔ¸Ìüò¦									1									1	1																																																																																			
1320	ù¬??îÜÌüò¦									1									1	1																																																																																			
1321	ä¹?÷éöõñý?									1									1	1																																																																																			
1322	ï¿àø?ñý?									1									1	1																																																																																			
1323	?êóà´ßÀÐ¡ãý?îÜßÕí­									1									1	1																																																																																			
1324	?ñìîÜ?à´ßÕ									1									1	1																																																																																			
1325	?ÞÙÒýîÜ?ÚªßÕ									1									1	1																																																																																			
1326	?ÒÁîÜ?ßÕ									1									1	1																																																																																			
1327	ÕÃÙµ??îÜßÕí­									1									1	1																																																																																			
1328	ÜÁ?ßÕ									1									1	1																																																																																			
1329	ÞÅíºîÜú¼×Ý									1									1	1																																																																																			
1330	??ñýü£									1									1	1																																																																																			
1331	ú¹?õ®									1									1	1																																																																																			
1332	éÄéÍúÅÖùîÜü£									1									1	1																																																																																			
1333	à´ßÀÐ¡ãý?									1									1	1																																																																																			
1334	????									1									1	1																																																																																			
1335	ð®ðÓñýãÝÚª									1									1	1																																																																																			
1336	ù¬?îÜãÝÚª									1									1	1																																																																																			
1337	?Ý×õ½÷å?									1									1	1																																																																																			
1338	éÑìé?ù¬íúÑÃ?îÜÌüò¦									1									1	1																																																																																			
1339	ÙéßæÙ¤îÜÌüò¦									1									1	1																																																																																			
1340	?èÝîÜÌüò¦									1									1	1																																																																																			
1341	êóÔ¸îÜãÝÚª									1									1	1																																																																																			
1342	ûú?Ùþ?									1									1	1																																																																																			
1343	Î¯ÙþîÜ???									1									1	1																																																																																			
1344	Î¯ÙþîÜ???									1									1	1																																																																																			
1345	Î¯ÙþîÜ???									1									1	1																																																																																			
1346	??îÜÌíÍ±Ùþ									1									1	1																																																																																			
1347	??îÜÌíÍ±Ùþ									1									1	1																																																																																			
1348	??îÜÌíÍ±Ùþ									1									1	1																																																																																			
1349	??îÜÌíÍ±Ùþ									1									1	1																																																																																			
1350	??îÜÌíÍ±Ùþ									1									1	1																																																																																			
1351	?ßäå¯îÄá³Ð¡÷×?Öµ									1									1	1																																																																																			
1352	à´ûú?Þä?Ùþ?									1									1	1																																																																																			
1353	ÞÙ÷î×âÐÆ??íºÙþ?									1									1	1																																																																																			
1354	êó??îÜ?ìÑ×ÝÞÙ÷å									1									1	1																																																																																			
1355	?Ù¥?									1									1	1																																																																																			
1356	?îè÷ïÐºîÜÌø?Ùþ?									1									1	1																																																																																			
1357	Ê£îÜÙ¤Öµíñ									1									1	1																																																																																			
1358	Ê£îÜ?Ù¥?									1									1	1																																																																																			
1359	?ÞÙÞÙîÜ?ÍôÙþ?									1									1	1																																																																																			
1360	Ðô?îÜÙ¤Öµ?									1									1	1																																																																																			
1361	Ô¸ÝÏ									1									1	1																																																																																			
1362	Ù£ìÑîÜ??									1									1	1																																																																																			
1363	?Úª??									1									1	1																																																																																			
1364	?ûëñýÎÃ									1									1	1																																																																																			
1365	ýñ??îÜ?ûëà´									1									1	1																																																																																			
1366	Ðôîéô»â©ñýÏé?									1									1	1																																																																																			
1367	??ìÑîÜ??									1									1	1																																																																																			
1368	â©ñýÏé?									1									1	1																																																																																			
1369	??Û×Òùäï?îÜ??									1									1	1																																																																																			
1370	ÞÙ??ßæÙ¤îÜÙþ?									1									1	1																																																																																			
1371	òÒ?îÜ?Ùþ?									1									1	1																																																																																			
1372	òð?îÜ?Ùþ?									1									1	1																																																																																			
1373	ûè?îÜ?Ùþ?									1									1	1																																																																																			
1374	ØªÛöÏé?									1									1	1																																																																																			
1375	ØªÛö?îÜÏé?									1									1	1																																																																																			
1376	ØªÛö?îÜÏé?									1									1	1																																																																																			
1377	ØªÛö?îÜÏé?									1									1	1																																																																																			
1378	ØªÛö?îÜÏé?									1									1	1																																																																																			
1379	ÙéùÚãÝÕÛîÜ?Ùþ?									1									1	1																																																																																			
1380	ÙéùÚãÝÕÛîÜ?Ùþ?									1									1	1																																																																																			
1381	ÙéùÚãÝÕÛîÜ?Ùþ?									1									1	1																																																																																			
1382	ÙéùÚãÝÕÛîÜ?Ùþ?									1									1	1																																																																																			
1383	ÙéùÚãÝÕÛîÜ?Ùþ?									1									1	1																																																																																			
1384	ÙéùÚãÝÕÛîÜ?Ùþ?									1									1	1																																																																																			
1385	??îÜãáãÓ									1									1	1																																																																																			
1386	?ãóÏé?									1									1	1																																																																																			
1387	ÞÙëÚîÜä³?									1									1	1																																																																																			
1388	Ëù?îÜä³?									1									1	1																																																																																			
1389	àäìÑðéîÜÊÅò¿Ë£									1									1	1																																																																																			
1390	àäìÑðéîÜÊÅò¿Ë£									1									1	1																																																																																			
1391	àäìÑðéîÜÊÅò¿Ë£									1									1	1																																																																																			
1392	àäìÑðéîÜÊÅò¿Ë£									1									1	1																																																																																			
1393	Ê¦ÕÃ÷éÞÙîÜä³?									1									1	1																																																																																			
1394	ð¯ß²ØÝíúÑÃ?îÜÌüò¦									1									1	1																																																																																			
