96																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
75 	368.00 	232.00 	208.00 	52.00 	138.00 	47.00 	1664 	280 	1249 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
76 	375.00 	236.00 	212.00 	53.00 	141.00 	48.00 	1696 	285 	1271 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
77 	382.00 	241.00 	216.00 	53.00 	143.00 	48.00 	1728 	285 	1298 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
78 	389.00 	245.00 	220.00 	54.00 	146.00 	49.00 	1760 	291 	1319 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
79 	396.00 	250.00 	223.00 	55.00 	149.00 	49.00 	1784 	296 	1346 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
80 	403.00 	254.00 	227.00 	56.00 	151.00 	50.00 	1816 	302 	1368 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
81 	410.00 	259.00 	231.00 	57.00 	154.00 	50.00 	1848 	307 	1395 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
82 	417.00 	263.00 	235.00 	58.00 	157.00 	51.00 	1880 	312 	1416 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
83 	424.00 	268.00 	239.00 	59.00 	159.00 	51.00 	1912 	318 	1443 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
84 	432.00 	272.00 	243.00 	60.00 	162.00 	52.00 	1944 	323 	1465 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
85 	439.00 	277.00 	247.00 	61.00 	165.00 	52.00 	1976 	328 	1492 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
86 	446.00 	281.00 	251.00 	62.00 	167.00 	53.00 	2008 	334 	1513 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
87 	453.00 	286.00 	255.00 	63.00 	170.00 	53.00 	2040 	339 	1540 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
88 	461.00 	291.00 	259.00 	64.00 	173.00 	54.00 	2072 	345 	1567 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
89 	468.00 	295.00 	264.00 	65.00 	176.00 	54.00 	2112 	350 	1588 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
90 	476.00 	300.00 	268.00 	66.00 	179.00 	55.00 	2144 	355 	1615 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
91 	483.00 	305.00 	272.00 	67.00 	181.00 	55.00 	2176 	361 	1642 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
92 	491.00 	310.00 	276.00 	68.00 	184.00 	56.00 	2208 	366 	1669 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
93 	498.00 	314.00 	280.00 	69.00 	187.00 	56.00 	2240 	372 	1691 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 
94 	506.00 	319.00 	284.00 	70.00 	190.00 	57.00 	2272 	377 	1718 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
95 	514.00 	324.00 	289.00 	71.00 	193.00 	57.00 	2312 	382 	1745 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
96 	521.00 	329.00 	293.00 	72.00 	196.00 	58.00 	2344 	388 	1772 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
97 	529.00 	334.00 	297.00 	73.00 	199.00 	58.00 	2376 	393 	1798 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
98 	537.00 	339.00 	301.00 	74.00 	201.00 	59.00 	2408 	398 	1825 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
99 	545.00 	344.00 	306.00 	75.00 	204.00 	59.00 	2448 	404 	1852 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100 	553.00 	348.00 	310.00 	76.00 	207.00 	60.00 	2480 	409 	1874 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 
8																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
1 	12.00 	16.00 	11.00 	8.00 	9.00 	10.00 	88 	43 	86 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
2 	13.00 	17.00 	12.00 	8.00 	9.00 	11.00 	96 	43 	92 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
3 	14.00 	18.00 	13.00 	9.00 	10.00 	11.00 	104 	48 	97 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
4 	15.00 	19.00 	14.00 	9.00 	10.00 	12.00 	112 	48 	102 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
5 	16.00 	20.00 	15.00 	9.00 	11.00 	12.00 	120 	48 	108 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
6 	17.00 	22.00 	16.00 	10.00 	11.00 	13.00 	128 	54 	118 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
7 	18.00 	23.00 	17.00 	10.00 	12.00 	13.00 	136 	54 	124 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
8 	19.00 	25.00 	18.00 	11.00 	13.00 	14.00 	144 	59 	135 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
9 	21.00 	27.00 	19.00 	12.00 	13.00 	14.00 	152 	65 	145 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
10 	22.00 	28.00 	21.00 	12.00 	14.00 	15.00 	168 	65 	151 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
11 	24.00 	30.00 	22.00 	13.00 	15.00 	15.00 	176 	70 	162 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
12 	26.00 	32.00 	24.00 	13.00 	16.00 	16.00 	192 	70 	172 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
13 	27.00 	34.00 	25.00 	14.00 	16.00 	16.00 	200 	75 	183 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
14 	29.00 	36.00 	27.00 	15.00 	17.00 	17.00 	216 	81 	194 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
15 	31.00 	38.00 	29.00 	15.00 	18.00 	17.00 	232 	81 	205 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
16 	33.00 	41.00 	30.00 	16.00 	19.00 	18.00 	240 	86 	221 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
17 	35.00 	43.00 	32.00 	17.00 	20.00 	18.00 	256 	92 	232 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
18 	37.00 	45.00 	34.00 	18.00 	21.00 	19.00 	272 	97 	242 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
19 	39.00 	48.00 	36.00 	19.00 	22.00 	19.00 	288 	102 	258 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20 	41.00 	50.00 	38.00 	19.00 	23.00 	20.00 	304 	102 	269 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
21 	43.00 	53.00 	40.00 	20.00 	24.00 	20.00 	320 	108 	285 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
22 	45.00 	55.00 	42.00 	21.00 	25.00 	21.00 	336 	113 	296 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
23 	47.00 	58.00 	44.00 	22.00 	26.00 	21.00 	352 	118 	312 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
24 	50.00 	61.00 	46.00 	23.00 	27.00 	22.00 	368 	124 	328 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
25 	52.00 	63.00 	48.00 	24.00 	28.00 	22.00 	384 	129 	339 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
26 	54.00 	66.00 	51.00 	25.00 	29.00 	23.00 	408 	135 	355 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
27 	57.00 	69.00 	53.00 	26.00 	31.00 	23.00 	424 	140 	372 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
28 	59.00 	72.00 	55.00 	27.00 	32.00 	24.00 	440 	145 	388 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
29 	62.00 	75.00 	58.00 	28.00 	33.00 	24.00 	464 	151 	404 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
30 	64.00 	78.00 	60.00 	29.00 	34.00 	25.00 	480 	156 	420 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
31 	67.00 	81.00 	62.00 	30.00 	35.00 	25.00 	496 	162 	436 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
32 	70.00 	84.00 	65.00 	31.00 	37.00 	26.00 	520 	167 	452 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
33 	72.00 	87.00 	67.00 	32.00 	38.00 	26.00 	536 	172 	468 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
34 	75.00 	90.00 	70.00 	33.00 	39.00 	27.00 	560 	178 	485 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
35 	78.00 	94.00 	72.00 	34.00 	41.00 	27.00 	576 	183 	506 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
36 	80.00 	97.00 	75.00 	35.00 	42.00 	28.00 	600 	188 	522 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
37 	83.00 	100.00 	78.00 	36.00 	43.00 	28.00 	624 	194 	538 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
38 	86.00 	104.00 	80.00 	37.00 	45.00 	29.00 	640 	199 	560 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
39 	89.00 	107.00 	83.00 	39.00 	46.00 	29.00 	664 	210 	576 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
40 	92.00 	111.00 	86.00 	40.00 	48.00 	30.00 	688 	215 	598 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
41 	95.00 	114.00 	89.00 	41.00 	49.00 	30.00 	712 	221 	614 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
42 	98.00 	118.00 	91.00 	42.00 	50.00 	31.00 	728 	226 	635 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
43 	101.00 	121.00 	94.00 	43.00 	52.00 	31.00 	752 	232 	652 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
44 	104.00 	125.00 	97.00 	44.00 	53.00 	32.00 	776 	237 	673 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
45 	107.00 	128.00 	100.00 	46.00 	55.00 	32.00 	800 	248 	689 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
46 	110.00 	132.00 	103.00 	47.00 	56.00 	33.00 	824 	253 	711 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
47 	113.00 	136.00 	106.00 	48.00 	58.00 	33.00 	848 	258 	732 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
48 	116.00 	140.00 	109.00 	49.00 	59.00 	34.00 	872 	264 	754 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
49 	120.00 	143.00 	112.00 	51.00 	61.00 	34.00 	896 	275 	770 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
50 	123.00 	147.00 	115.00 	52.00 	62.00 	35.00 	920 	280 	792 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
51 	126.00 	151.00 	118.00 	53.00 	64.00 	35.00 	944 	285 	813 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
52 	129.00 	155.00 	121.00 	55.00 	66.00 	36.00 	968 	296 	835 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
53 	133.00 	159.00 	124.00 	56.00 	67.00 	36.00 	992 	302 	856 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
54 	136.00 	163.00 	127.00 	57.00 	69.00 	37.00 	1016 	307 	878 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
55 	139.00 	167.00 	130.00 	59.00 	70.00 	37.00 	1040 	318 	899 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
56 	143.00 	171.00 	134.00 	60.00 	72.00 	38.00 	1072 	323 	921 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
57 	146.00 	175.00 	137.00 	61.00 	74.00 	38.00 	1096 	328 	942 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
58 	150.00 	179.00 	140.00 	63.00 	75.00 	39.00 	1120 	339 	964 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
59 	153.00 	183.00 	143.00 	64.00 	77.00 	39.00 	1144 	345 	985 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
60 	157.00 	188.00 	147.00 	66.00 	79.00 	40.00 	1176 	355 	1012 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
61 	160.00 	192.00 	150.00 	67.00 	81.00 	40.00 	1200 	361 	1034 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
62 	164.00 	196.00 	153.00 	68.00 	82.00 	41.00 	1224 	366 	1055 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
63 	168.00 	200.00 	157.00 	70.00 	84.00 	41.00 	1256 	377 	1077 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
64 	171.00 	205.00 	160.00 	71.00 	86.00 	42.00 	1280 	382 	1104 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
65 	175.00 	209.00 	164.00 	73.00 	88.00 	42.00 	1312 	393 	1125 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
66 	179.00 	213.00 	167.00 	74.00 	89.00 	43.00 	1336 	398 	1147 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
67 	182.00 	218.00 	171.00 	76.00 	91.00 	43.00 	1368 	409 	1174 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
68 	186.00 	222.00 	174.00 	77.00 	93.00 	44.00 	1392 	415 	1195 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
69 	190.00 	227.00 	178.00 	79.00 	95.00 	44.00 	1424 	425 	1222 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
70 	194.00 	231.00 	181.00 	80.00 	97.00 	45.00 	1448 	431 	1244 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
71 	198.00 	236.00 	185.00 	82.00 	98.00 	45.00 	1480 	442 	1271 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
72 	201.00 	240.00 	188.00 	83.00 	100.00 	46.00 	1504 	447 	1292 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
73 	205.00 	245.00 	192.00 	85.00 	102.00 	46.00 	1536 	458 	1319 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
74 	209.00 	250.00 	196.00 	86.00 	104.00 	47.00 	1568 	463 	1346 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
75 	213.00 	254.00 	199.00 	88.00 	106.00 	47.00 	1592 	474 	1368 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
76 	217.00 	259.00 	203.00 	89.00 	108.00 	48.00 	1624 	479 	1395 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
77 	221.00 	264.00 	207.00 	91.00 	110.00 	48.00 	1656 	490 	1422 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
78 	225.00 	268.00 	210.00 	93.00 	112.00 	49.00 	1680 	501 	1443 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
79 	229.00 	273.00 	214.00 	94.00 	114.00 	49.00 	1712 	506 	1470 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
80 	233.00 	278.00 	218.00 	96.00 	116.00 	50.00 	1744 	517 	1497 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
81 	237.00 	283.00 	222.00 	97.00 	118.00 	50.00 	1776 	522 	1524 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
82 	241.00 	288.00 	226.00 	99.00 	120.00 	51.00 	1808 	533 	1551 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
83 	245.00 	293.00 	230.00 	101.00 	122.00 	51.00 	1840 	544 	1578 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
84 	250.00 	297.00 	233.00 	102.00 	124.00 	52.00 	1864 	549 	1599 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
85 	254.00 	302.00 	237.00 	104.00 	126.00 	52.00 	1896 	560 	1626 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
86 	258.00 	307.00 	241.00 	106.00 	128.00 	53.00 	1928 	571 	1653 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
87 	262.00 	312.00 	245.00 	107.00 	130.00 	53.00 	1960 	576 	1680 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
88 	266.00 	317.00 	249.00 	109.00 	132.00 	54.00 	1992 	587 	1707 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
89 	271.00 	322.00 	253.00 	111.00 	134.00 	54.00 	2024 	598 	1734 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
90 	275.00 	327.00 	257.00 	112.00 	136.00 	55.00 	2056 	603 	1761 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
91 	279.00 	333.00 	261.00 	114.00 	138.00 	55.00 	2088 	614 	1793 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
92 	284.00 	338.00 	265.00 	116.00 	140.00 	56.00 	2120 	625 	1820 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
93 	288.00 	343.00 	269.00 	118.00 	142.00 	56.00 	2152 	635 	1847 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
94 	292.00 	348.00 	273.00 	119.00 	144.00 	57.00 	2184 	641 	1874 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
95 	297.00 	353.00 	278.00 	121.00 	146.00 	57.00 	2224 	652 	1901 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
96 	301.00 	358.00 	282.00 	123.00 	148.00 	58.00 	2256 	662 	1928 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
97 	306.00 	364.00 	286.00 	125.00 	151.00 	58.00 	2288 	673 	1960 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
98 	310.00 	369.00 	290.00 	126.00 	153.00 	59.00 	2320 	678 	1987 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
99 	315.00 	374.00 	294.00 	128.00 	155.00 	59.00 	2352 	689 	2014 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100 	319.00 	380.00 	298.00 	130.00 	157.00 	60.00 	2384 	700 	2046 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
3																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
1 	8.00 	8.00 	9.00 	14.00 	17.00 	10.00 	72 	75 	43 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
2 	9.00 	9.00 	10.00 	15.00 	18.00 	11.00 	80 	81 	48 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
3 	10.00 	10.00 	10.00 	16.00 	19.00 	11.00 	80 	86 	54 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
4 	11.00 	11.00 	11.00 	18.00 	20.00 	12.00 	88 	97 	59 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
5 	12.00 	12.00 	12.00 	19.00 	22.00 	12.00 	96 	102 	65 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
6 	13.00 	13.00 	12.00 	21.00 	24.00 	13.00 	96 	113 	70 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
7 	15.00 	14.00 	13.00 	23.00 	26.00 	13.00 	104 	124 	75 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
8 	16.00 	15.00 	14.00 	25.00 	28.00 	14.00 	112 	135 	81 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
9 	18.00 	17.00 	15.00 	27.00 	31.00 	14.00 	120 	145 	92 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
10 	19.00 	18.00 	16.00 	29.00 	33.00 	15.00 	128 	156 	97 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
11 	21.00 	19.00 	17.00 	31.00 	36.00 	15.00 	136 	167 	102 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
12 	23.00 	21.00 	18.00 	33.00 	38.00 	16.00 	144 	178 	113 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
13 	25.00 	23.00 	19.00 	36.00 	41.00 	16.00 	152 	194 	124 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
14 	26.00 	24.00 	21.00 	38.00 	44.00 	17.00 	168 	205 	129 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
15 	28.00 	26.00 	22.00 	41.00 	47.00 	17.00 	176 	221 	140 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
16 	30.00 	28.00 	23.00 	43.00 	50.00 	18.00 	184 	232 	151 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
17 	33.00 	30.00 	24.00 	46.00 	53.00 	18.00 	192 	248 	162 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
18 	35.00 	32.00 	26.00 	49.00 	57.00 	19.00 	208 	264 	172 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
19 	37.00 	34.00 	27.00 	52.00 	60.00 	19.00 	216 	280 	183 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
20 	39.00 	36.00 	29.00 	55.00 	63.00 	20.00 	232 	296 	194 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
21 	41.00 	38.00 	30.00 	58.00 	67.00 	20.00 	240 	312 	205 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
22 	44.00 	40.00 	32.00 	61.00 	71.00 	21.00 	256 	328 	215 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
23 	46.00 	42.00 	33.00 	64.00 	74.00 	21.00 	264 	345 	226 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
24 	49.00 	44.00 	35.00 	67.00 	78.00 	22.00 	280 	361 	237 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
25 	51.00 	46.00 	36.00 	70.00 	82.00 	22.00 	288 	377 	248 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
26 	54.00 	49.00 	38.00 	74.00 	86.00 	23.00 	304 	398 	264 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
27 	56.00 	51.00 	40.00 	77.00 	90.00 	23.00 	320 	415 	275 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
28 	59.00 	53.00 	41.00 	81.00 	94.00 	24.00 	328 	436 	285 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
29 	62.00 	56.00 	43.00 	84.00 	98.00 	24.00 	344 	452 	302 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
30 	65.00 	58.00 	45.00 	88.00 	102.00 	25.00 	360 	474 	312 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
31 	67.00 	61.00 	46.00 	91.00 	106.00 	25.00 	368 	490 	328 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
32 	70.00 	63.00 	48.00 	95.00 	111.00 	26.00 	384 	512 	339 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
33 	73.00 	66.00 	50.00 	99.00 	115.00 	26.00 	400 	533 	355 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
34 	76.00 	68.00 	52.00 	103.00 	119.00 	27.00 	416 	555 	366 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
35 	79.00 	71.00 	54.00 	106.00 	124.00 	27.00 	432 	571 	382 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
36 	82.00 	73.00 	56.00 	110.00 	129.00 	28.00 	448 	592 	393 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
37 	85.00 	76.00 	58.00 	114.00 	133.00 	28.00 	464 	614 	409 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
38 	88.00 	79.00 	60.00 	118.00 	138.00 	29.00 	480 	635 	425 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
39 	91.00 	82.00 	61.00 	122.00 	143.00 	29.00 	488 	657 	442 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
40 	94.00 	84.00 	63.00 	127.00 	147.00 	30.00 	504 	684 	452 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
41 	97.00 	87.00 	65.00 	131.00 	152.00 	30.00 	520 	705 	468 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
42 	101.00 	90.00 	68.00 	135.00 	157.00 	31.00 	544 	727 	485 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
43 	104.00 	93.00 	70.00 	139.00 	162.00 	31.00 	560 	748 	501 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
44 	107.00 	96.00 	72.00 	143.00 	167.00 	32.00 	576 	770 	517 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
45 	111.00 	99.00 	74.00 	148.00 	172.00 	32.00 	592 	797 	533 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
46 	114.00 	102.00 	76.00 	152.00 	177.00 	33.00 	608 	818 	549 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
47 	117.00 	105.00 	78.00 	157.00 	183.00 	33.00 	624 	845 	565 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
48 	121.00 	108.00 	80.00 	161.00 	188.00 	34.00 	640 	867 	582 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
49 	124.00 	111.00 	82.00 	166.00 	193.00 	34.00 	656 	894 	598 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
50 	128.00 	114.00 	85.00 	170.00 	198.00 	35.00 	680 	915 	614 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
51 	131.00 	117.00 	87.00 	175.00 	204.00 	35.00 	696 	942 	630 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
52 	135.00 	120.00 	89.00 	180.00 	209.00 	36.00 	712 	969 	646 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
53 	138.00 	124.00 	91.00 	184.00 	215.00 	36.00 	728 	991 	668 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
54 	142.00 	127.00 	94.00 	189.00 	220.00 	37.00 	752 	1018 	684 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
55 	146.00 	130.00 	96.00 	194.00 	226.00 	37.00 	768 	1045 	700 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
56 	150.00 	133.00 	98.00 	199.00 	232.00 	38.00 	784 	1072 	716 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
57 	153.00 	137.00 	101.00 	203.00 	237.00 	38.00 	808 	1093 	738 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
58 	157.00 	140.00 	103.00 	208.00 	243.00 	39.00 	824 	1120 	754 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
59 	161.00 	143.00 	105.00 	213.00 	249.00 	39.00 	840 	1147 	770 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
60 	165.00 	147.00 	108.00 	218.00 	255.00 	40.00 	864 	1174 	792 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
61 	168.00 	150.00 	110.00 	223.00 	260.00 	40.00 	880 	1201 	808 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
62 	172.00 	154.00 	113.00 	228.00 	266.00 	41.00 	904 	1228 	829 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
