TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType
766	Barto	196612	11 		5 	37	158 	114 	104 	131 		80 	14 	11016 	605 	638 				1500 	6500 	100 	56 			258 	271 	42 	250 	50 	50 	50 	50 	50 	50 	50 	50 			2692 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							178 	333 		0.75 	5.00 	0.75 	3.00 						0	BDA66B	2	1.40 		1	0	1.18	0.6		0
631	Darkhan	196612	11 		5 	37	154 	116 	102 	126 		78 	15 	11016 	605 	638 				2340 	5000 	100 	56 			251 	263 	42 	290 	50 	50 	50 	50 	50 	50 	50 	50 			2692 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							178 	333 		0.75 	5.00 	0.75 	3.00 						0	BDA66B	2	1.40 		0	0	1.25	1.5		0
15	Taravan	196612	11 		5 	38	164 	118 	108 	136 		83 	15 	11592 	627 	663 				2340 	5000 	103 	57 			267 	281 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			2896 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							185 	345 		0.74 	5.00 	0.74 	3.00 						0	BDA66B	2	1.40 		0	0	1.25	1		0
664	Pamashura	196612	11 		5 	39	172 	131 	113 	141 		86 	16 	12444 	649 	688 				2340 	5500 	106 	59 			280 	294 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			3112 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							193 	358 		0.73 	5.00 	0.73 	3.00 						0	BDA66B	2	1.40 		0	0	1.38	1.3		0
665	Shamashura	196612	11 		5 	39	172 	131 	113 	141 		86 	16 	12444 	649 	688 				2340 	5500 	106 	59 			280 	294 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			3112 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							193 	358 		0.73 	5.00 	0.73 	3.00 						0	BDA66B	2	1.40 		0	0	1.38	1.3		0
783	Agony	196612	11 		5 	40	171 	129 	114 	140 		87 	16 	13074 	672 	713 				1100 	5000 	109 	60 			279 	293 	42 	210 	50 	50 	50 	50 	50 	50 	50 	50 			3341 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							200 	370 		0.73 	5.00 	0.73 	3.00 						0	BDA66B	2	1.40 		0	0	1.25	1.3		0
654	Queen of the Dead	196612	11 		5 	43	195 	152 	135 	158 		103 	38 	15294 	742 	791 				1110 	5800 	118 	65 			127 	133 	47 	190 	50 	50 	50 	50 	0 	100 	50 	50 			4932 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	136 	150 	0 	0 	0 	0 			2500 																							223 	413 		0.71 	5.00 	0.71 	3.00 						6	BDA66B	2	1.96 		1	0	1.35	0.5		0
60	Bolko	196612	11 		5 	46	217 	161 	143 	176 		108 	20 	17424 	815 	872 				1600 	5800 	126 	71 			352 	369 	47 	240 	50 	50 	50 	50 	50 	50 	50 	50 			5015 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							248 	458 		0.69 	5.00 	0.69 	3.00 						0	BDA66B	2	1.40 		0	0	1.21	2.2		0
765	Viglos	196612	11 		5 	46	217 	158 	143 	176 		108 	20 	17424 	815 	872 				1170 	6000 	126 	71 			352 	369 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			5015 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							248 	458 		0.69 	5.00 	0.69 	3.00 						0	BDA66B	2	1.40 		1	0	1.33	1		1
762	Rolando	196612	11 		5 	47	223 	163 	148 	182 		111 	20 	18492 	840 	900 				1170 	6000 	129 	73 			362 	380 	42 	250 	50 	50 	50 	50 	50 	50 	50 	50 			5348 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							255 	473 		0.68 	5.00 	0.68 	3.00 						0	BDA66B	2	1.40 		1	0	1.33	1		0
707	Hiripina	196612	11 		5 	47	224 	177 	155 	179 		117 	44 	18492 	840 	900 				1600 	5700 	129 	73 			145 	152 	52 	190 	50 	50 	100 	0 	50 	50 	50 	50 			6417 	0 	0 	0 	0 	0 	0 	155 	171 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							255 	473 		0.68 	5.00 	0.68 	3.00 						3	BDA66B	2	1.40 	5	0	0	1.36	0.9		0
763	Corsos	196612	11 		5 	48	230 	175 	152 	187 		115 	22 	19602 	865 	928 				1170 	6000 	132 	74 			373 	392 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			5699 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							263 	488 		0.67 	5.00 	0.67 	3.00 						0	BDA66B	2	1.40 		1	0	1.33	1.1		0
790	Bleege	196612	11 		5 	48	227 	171 	150 	183 		112 	21 	19602 	865 	928 				2600 	6000 	132 	74 			368 	387 	47 	470 	50 	50 	50 	50 	50 	50 	50 	50 			5699 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							263 	488 		0.67 	5.00 	0.67 	3.00 						0	BDA66B	2	1.40 		0	0	1.2	0.9		0
764	Longo	196612	11 		5 	48	230 	175 	152 	187 		115 	22 	19602 	865 	928 				1170 	6000 	132 	74 			373 	392 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			5699 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							263 	488 		0.67 	5.00 	0.67 	3.00 						0	BDA66B	2	1.40 		1	0	1.33	1.1		0
793	Barso	196612	11 		5 	49	237 	180 	157 	193 		118 	23 	20430 	890 	956 				1170 	6000 	135 	76 			384 	403 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			6066 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							273 	505 		0.66 	5.00 	0.66 	3.00 						0	BDA66B	2	1.40 		1	0	1.33	0.9		1
708	Gadimeshi	196612	11 		5 	49	237 	188 	165 	190 		125 	47 	20430 	890 	956 				1600 	6700 	135 	76 			154 	162 	52 	190 	50 	50 	100 	0 	50 	50 	50 	50 			7279 	0 	0 	0 	0 	0 	0 	165 	183 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							273 	505 		0.66 	5.00 	0.66 	3.00 						3	BDA66B	2	1.40 	5	0	0	1.29	0.9		0
794	Baikan	196612	11 		5 	57	294 	207 	195 	239 		147 	26 	28926 	1102 	1191 				2800 	7000 	160 	91 			475 	499 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			9683 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							345 	640 		0.61 	5.00 	0.61 	3.00 						0	BDA66B	2	1.40 		0	0	1.17	0.7		0
780	Sunk	196612	11 		5 	59	313 	223 	208 	251 		155 	28 	31506 	1157 	1252 				1900 	6000 	167 	95 			505 	531 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			10795 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							365 	675 		0.59 	5.00 	0.59 	3.00 						0	BDA66B	2	1.40 		0	0	1.33	0.7		0
709	Flame Bat	196612	11 		5 	19	66 	48 	42 	55 		32 	6 	7769 	260 	255 				3100 	5000 	54 	31 			165 	173 	42 	150 	50 	50 	50 	50 	50 	50 	50 	50 			3055 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							75 	140 		0.87 	5.00 	0.87 	3.00 						0		2	1.00 		0	0	1.11	1.8		0
758	Earth Golem	196612	11 		5 	20	72 	51 	46 	60 		35 	6 	8335 	276 	273 				3500 	5500 	56 	32 			181 	190 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			3263 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							80 	150 		0.87 	5.00 	0.87 	3.00 						0		2	1.00 		0	0	1.22	0.7		0
761	Cyclone Bat	196612	11 		5 	27	104 	79 	68 	85 		52 	10 	13427 	399 	410 				3100 	5500 	73 	41 			256 	269 	47 	270 	50 	50 	50 	50 	50 	50 	50 	50 			5467 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							115 	215 		0.82 	5.00 	0.82 	3.00 						0		2	1.00 		0	0	1.22	2		0
759	Rune Golem	196612	11 		5 	21	78 	56 	49 	64 		37 	7 	8639 	292 	291 				1900 	6000 	58 	33 			193 	203 	37 	270 	50 	50 	50 	50 	50 	50 	50 	50 			3495 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							85 	160 		0.86 	5.00 	0.86 	3.00 						0		2	1.00 		0	0	1.33	0.7		0
760	Magmaron	196612	11 		5 	22	93 	66 	62 	76 		47 	16 	21721 	344 	349 				1900 	6500 	66 	37 			262 	275 	25 	270 	100 	0 	50 	50 	50 	50 	50 	50 			10432 	141 	155 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							144 	264 		0.85 	5.00 	0.85 	3.00 						1	BDA66B	3	1.40 	3	0	0	1.44	1.1		0
469	Bloodborn Soldier	196612	11 		5 	45	193 	144 	131 	158 		100 	18 	6399 	791 	845 				1660 	4800 	124 	69 			294 	309 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			9395 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							95 	177 		0.69 	5.00 	0.69 	3.00 						0		2	1.00 		0	1	1.12	0.4		0
544	Bloodborn Fighter	196612	11 		5 	46	199 	149 	135 	163 		103 	19 	6679 	815 	872 				1660 	4800 	126 	71 			303 	318 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			10029 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							99 	183 		0.69 	5.00 	0.69 	3.00 						0		2	1.00 		0	1	1.12	0.5		0
545	Bloodborn Archer	196612	11 		5 	46	205 	157 	137 	170 		106 	20 	6679 	815 	872 				1660 	5300 	126 	71 			312 	328 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			10029 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							99 	183 		0.69 	5.00 	0.69 	3.00 						0		2	1.00 		0	1	1.23	0.7		1
546	Bloodborn Deathknight	196612	11 		5 	47	223 	170 	148 	182 		111 	21 	7089 	840 	900 				1660 	5800 	129 	73 			340 	357 	47 	200 	50 	50 	50 	50 	50 	50 	50 	50 			10695 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							102 	189 		0.68 	5.00 	0.68 	3.00 						0		2	1.00 		0	1	1.35	0.7		0
547	Bloodborn Darkbracer	196612	11 		5 	47	209 	162 	148 	172 		115 	40 	42532 	840 	900 				1660 	5300 	129 	73 			203 	214 	42 	800 	50 	50 	100 	0 	50 	50 	50 	50 			25669 	0 	0 	0 	0 	0 	0 	218 	240 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							255 	473 		0.68 	5.00 	0.68 	3.00 						3	FFFF00	3	1.20 	5	0	0	1.23	0.7		1
548	Bloodborn Wizard	196612	11 		5 	48	224 	171 	150 	184 		115 	21 	7514 	865 	928 				1660 	5800 	132 	74 			340 	357 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			11398 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	195 		0.67 	5.00 	0.67 	3.00 						0		2	1.00 		0	1	1.35	0.8		1
549	Bloodborn Shaman	196612	11 		5 	49	228 	176 	161 	187 		125 	44 	46989 	890 	956 				1660 	5800 	135 	76 			221 	232 	42 	800 	30 	30 	30 	30 	100 	50 	50 	50 			29115 	0 	0 	0 	0 	0 	0 	0 	0 	237 	261 	0 	0 	0 	0 	0 	0 			2500 																							273 	505 		0.66 	5.00 	0.66 	3.00 						5	FFFF00	3	1.20 	1	0	0	1.35	0.8		1
550	Reckles	196612	11 		5 	50	266 	187 	183 	215 		139 	47 	109158 	968 	1042 				1660 	7000 	144 	82 			733 	770 	25 	270 	30 	30 	30 	30 	100 	50 	50 	50 			69849 	0 	0 	0 	0 	0 	0 	0 	0 	392 	434 	0 	0 	0 	0 	0 	0 			2500 																							448 	832 		0.66 	5.00 	0.66 	3.00 						5	BDA66B	4	1.40 	1	0	0	1.4	0.3		0
551	Sabre Lupin	196612	11 		5 	47	221 	170 	146 	182 		111 	21 	7089 	840 	900 				2500 	6300 	129 	73 			335 	352 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			10695 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							102 	189 		0.68 	5.00 	0.68 	3.00 						0		2	1.00 		0	1	1.31	1		0
552	Howling Lupin	196612	11 		5 	48	230 	175 	152 	187 		115 	22 	7514 	865 	928 				2500 	6300 	132 	74 			350 	367 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			11398 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	195 		0.67 	5.00 	0.67 	3.00 						0		2	1.00 		0	1	1.31	0.7		0
553	Crasher Lupin	196612	11 		5 	49	240 	180 	159 	193 		118 	23 	7832 	890 	956 				2500 	6500 	135 	76 			365 	383 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			12131 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							109 	202 		0.66 	5.00 	0.66 	3.00 						0		2	1.00 		0	1	1.3	0.7		0
554	Curse Lupin	196612	11 		5 	49	234 	180 	163 	190 		125 	45 	46989 	890 	956 				2500 	6000 	135 	76 			228 	239 	47 	210 	30 	30 	30 	30 	100 	50 	50 	50 			29115 	0 	0 	0 	0 	0 	0 	0 	0 	244 	270 	0 	0 	0 	0 	0 	0 			2500 																							273 	505 		0.66 	5.00 	0.66 	3.00 						5	FFFF00	3	1.20 	1	0	0	1.33	0.7		0
555	Karencha	196612	11 		5 	49	234 	180 	163 	190 		125 	45 	46989 	890 	956 				2500 	6000 	135 	76 			228 	239 	47 	210 	30 	30 	30 	30 	100 	50 	50 	50 			29115 	0 	0 	0 	0 	0 	0 	0 	0 	244 	270 	0 	0 	0 	0 	0 	0 			2500 																							273 	505 		0.66 	5.00 	0.66 	3.00 						5	FFFF00	3	1.20 	1	0	0	1.33	0.7		0
556	Dark Cruster	196612	11 		5 	47	199 	147 	135 	164 		104 	18 	7089 	840 	900 				1110 	4550 	129 	73 			304 	319 	37 	180 	50 	50 	50 	50 	50 	50 	50 	50 			10695 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							102 	189 		0.68 	5.00 	0.68 	3.00 						0		2	1.00 		1	1	1.06	0.4		0
557	Eye Cruster	196612	11 		5 	48	221 	167 	148 	180 		112 	21 	7514 	865 	928 				1110 	5300 	132 	74 			336 	352 	42 	170 	50 	50 	50 	50 	50 	50 	50 	50 			11398 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	195 		0.67 	5.00 	0.67 	3.00 						0		2	1.00 		1	1	1.23	0.4		0
558	Sevent	196612	11 		5 	49	258 	179 	177 	209 		135 	45 	103583 	942 	1013 				1540 	6300 	141 	80 			714 	749 	25 	370 	50 	50 	50 	50 	0 	100 	50 	50 			65789 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	382 	422 	0 	0 	0 	0 			2500 																							436 	808 		0.66 	5.00 	0.66 	3.00 						6	BDA66B	4	1.96 		1	0	1.47	0.6		0
559	Dark Underbat	196612	11 		5 	46	199 	153 	135 	163 		103 	19 	6679 	815 	872 				3100 	5000 	126 	71 			303 	318 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			10029 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							99 	183 		0.69 	5.00 	0.69 	3.00 						0		2	1.00 		0	1	1.11	0.5		0
560	Scream Underbat	196612	11 		5 	47	205 	149 	139 	168 		106 	19 	7089 	840 	900 				3100 	4550 	129 	73 			312 	328 	37 	130 	50 	50 	50 	50 	50 	50 	50 	50 			10695 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							102 	189 		0.68 	5.00 	0.68 	3.00 						0		2	1.00 		0	1	1.06	0.4		0
561	Vampire Slave	196612	11 		5 	46	202 	149 	135 	166 		103 	19 	6679 	815 	872 				1100 	4500 	126 	71 			308 	323 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			10029 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							99 	183 		0.69 	5.00 	0.69 	3.00 						0		2	1.00 		0	1	1.13	1.1		0
562	Vampire Servant	196612	11 		5 	47	214 	162 	143 	175 		109 	20 	7089 	840 	900 				1100 	5000 	129 	73 			326 	342 	42 	210 	50 	50 	50 	50 	50 	50 	50 	50 			10695 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							102 	189 		0.68 	5.00 	0.68 	3.00 						0		2	1.00 		0	1	1.25	1.3		0
563	Lucibel	196612	11 		5 	48	251 	176 	172 	203 		131 	44 	97925 	916 	984 				1100 	6000 	138 	78 			694 	729 	25 	210 	50 	50 	50 	50 	0 	50 	100 	50 			61923 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	371 	411 	0 	0 			2500 																							420 	780 		0.67 	5.00 	0.67 	3.00 						8	BDA66B	4	1.96 		0	0	1.5	0.8		0
564	Vampire Assassin	196612	11 		5 	48	224 	164 	148 	183 		112 	20 	7514 	865 	928 				1100 	5000 	132 	74 			341 	358 	42 	210 	50 	50 	50 	50 	50 	50 	50 	50 			11398 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	195 		0.67 	5.00 	0.67 	3.00 						0		2	1.00 		0	1	1.25	1.3		0
565	Vampire Guard	196612	11 		5 	49	237 	180 	157 	193 		118 	23 	7832 	890 	956 				1100 	5500 	135 	76 			360 	378 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			12131 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							109 	202 		0.66 	5.00 	0.66 	3.00 						0		2	1.00 		0	1	1.38	1.4		0
566	Vampire Royal Guard	196612	11 		5 	50	244 	186 	161 	198 		122 	23 	8160 	916 	984 				1100 	5500 	138 	78 			370 	389 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			12901 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							112 	208 		0.66 	5.00 	0.66 	3.00 						0		2	1.00 		0	1	1.38	1.4		0
612	Ignatus	196612	11 		5 	51	276 	167 	181 	224 		135 	42 	558210 	994 	1071 				0 	0 	148 	84 			609 	640 	18 	2800 	50 	50 	50 	50 	50 	50 	50 	50 			222239 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							464 	860 		0.65 	5.00 	0.65 	3.00 						0	BDA66B	4	10.00 		0	0	0	0.3		1
651	Suqubus Inferior	196612	11 		5 	60	295 	217 	198 	241 		151 	27 	12519 	1185 	1284 				1500 	6000 	170 	97 			447 	469 	37 	150 	50 	50 	50 	50 	50 	50 	50 	50 			21736 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							150 	278 		0.59 	5.00 	0.59 	3.00 						0		2	1.00 		0	1	1.09	0.9		0
834	Suqubus	196612	11 		5 	61	302 	222 	203 	246 		155 	28 	13303 	1214 	1315 				1500 	6000 	174 	99 			457 	480 	37 	220 	50 	50 	50 	50 	50 	50 	50 	50 			22906 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							154 	286 		0.58 	5.00 	0.58 	3.00 						0		2	1.00 		0	1	1.09	0.9		0
835	Suqubus Loco	196612	11 		5 	62	309 	227 	208 	252 		159 	28 	13582 	1242 	1347 				1500 	6000 	177 	102 			468 	491 	37 	220 	50 	50 	50 	50 	50 	50 	50 	50 			24123 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							158 	294 		0.57 	5.00 	0.57 	3.00 						0		2	1.00 		0	1	1.09	0.9		0
836	Suqubus Noble	196612	11 		5 	63	316 	233 	213 	258 		162 	29 	14209 	1271 	1379 				1500 	6000 	181 	104 			479 	503 	37 	250 	50 	50 	50 	50 	50 	50 	50 	50 			25382 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							162 	302 		0.57 	5.00 	0.57 	3.00 						0		2	1.00 		0	1	1.09	0.9		0
837	Suqubus Premier	196612	11 		5 	64	329 	245 	234 	266 		179 	61 	89162 	1300 	1411 				1500 	6000 	184 	106 			318 	334 	42 	250 	100 	0 	50 	50 	50 	50 	50 	50 			64050 	341 	377 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							418 	773 		0.56 	5.00 	0.56 	3.00 						1	FFFF00	3	1.20 	3	0	0	1.09	1		0
781	Erinies Soldier	196612	11 		5 	60	295 	217 	198 	241 		151 	27 	12519 	1185 	1284 				1700 	4700 	170 	97 			447 	469 	37 	220 	50 	50 	50 	50 	50 	50 	50 	50 			21736 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							150 	278 		0.59 	5.00 	0.59 	3.00 						0		2	1.00 		0	1	1.12	1.2		0
652	Erinies	196612	11 		5 	61	302 	222 	203 	246 		155 	28 	13303 	1214 	1315 				1700 	4700 	174 	99 			457 	480 	37 	220 	50 	50 	50 	50 	50 	50 	50 	50 			22906 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							154 	286 		0.58 	5.00 	0.58 	3.00 						0		2	1.00 		0	1	1.12	1.2		0
810	Erinies Knight	196612	11 		5 	62	309 	227 	208 	252 		159 	28 	13582 	1242 	1347 				1700 	4700 	177 	102 			468 	491 	37 	220 	50 	50 	50 	50 	50 	50 	50 	50 			24123 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							158 	294 		0.57 	5.00 	0.57 	3.00 						0		2	1.00 		0	1	1.12	1.2		0
789	Eirnies Mage	196612	11 		5 	63	316 	233 	213 	258 		162 	29 	14209 	1271 	1379 				1700 	4700 	181 	104 			479 	503 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			25382 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							162 	302 		0.57 	5.00 	0.57 	3.00 						0		2	1.00 		0	1	1.12	2.3		1
811	Erinies Director	196612	11 		5 	64	324 	251 	231 	266 		179 	63 	89162 	1300 	1411 				1700 	5200 	184 	106 			314 	330 	42 	220 	50 	50 	100 	0 	50 	50 	50 	50 			64050 	0 	0 	0 	0 	0 	0 	336 	372 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							418 	773 		0.56 	5.00 	0.56 	3.00 						3	FFFF00	3	1.20 	5	0	0	1.24	1.3		0
655	Low Rank Rich	196612	11 		5 	61	302 	222 	203 	246 		155 	28 	13303 	1214 	1315 				1800 	4500 	174 	99 			457 	480 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			22906 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							154 	286 		0.58 	5.00 	0.58 	3.00 						0		2	1.00 		0	1	1.13	1.9		1
822	Rich	196612	11 		5 	62	309 	227 	208 	252 		159 	28 	13582 	1242 	1347 				1800 	4500 	177 	102 			468 	491 	37 	300 	50 	50 	50 	50 	50 	50 	50 	50 			24123 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							158 	294 		0.57 	5.00 	0.57 	3.00 						0		2	1.00 		0	1	1.13	1.2		0
819	Knight Rich	196612	11 		5 	63	316 	233 	213 	258 		162 	29 	14209 	1271 	1379 				1800 	4500 	181 	104 			479 	503 	37 	320 	50 	50 	50 	50 	50 	50 	50 	50 			25382 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							162 	302 		0.57 	5.00 	0.57 	3.00 						0		2	1.00 		0	1	1.13	1.2		0
820	High Rank Rich	196612	11 		5 	64	324 	238 	218 	264 		166 	30 	14860 	1300 	1411 				1800 	4500 	184 	106 			490 	514 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			26687 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							167 	309 		0.56 	5.00 	0.56 	3.00 						0		2	1.00 		0	1	1.13	1.9		1
821	Noble Rich	196612	11 		5 	65	356 	257 	249 	284 		188 	64 	92143 	1329 	1443 				1800 	5500 	188 	109 			344 	362 	37 	800 	30 	30 	30 	30 	100 	50 	50 	50 			67307 	0 	0 	0 	0 	0 	0 	0 	0 	369 	407 	0 	0 	0 	0 	0 	0 			2500 																							428 	793 		0.55 	5.00 	0.55 	3.00 						5	FFFF00	3	1.20 	1	0	0	1.38	1.9		1
