TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide
616	恢复生命符石<Lv1>	1	7	31				9	17					3	1000	1			800	100	99		1																																																										4																						
1845	恢复生命符石<Lv2>	1	26	51				9	17					3	500	2			4000	500	99		2																																																										5																						
617	恢复生命符石<Lv3>	1	46	76				9	17					3	100	3			8000	1000	99		3																																																										6																						
1855	神速符石<Lv1>	1	8	24				9											10000	1000	99		3																																																										4																						
1856	神速符石<Lv2>	1	24	44				9											10000	1000	99		3																																																										6																						
1857	神速符石<Lv3>	1	44	74				9											10000	1000	99		3																																																										8																						
1858	神速符石<Lv4>	1	74	87				9											10000	1000	99		3																																																										10																						
1859	神速符石<Lv5>	1	87	99				9											10000	1000	99		3																																																										12																						
1860	光速符石<Lv1>	1	8	24				9											10000	1000	99		3																																																										2																						
1861	光速符石<Lv2>	1	24	44				9											10000	1000	99		3																																																										3																						
1862	光速符石<Lv3>	1	44	74				9											10000	1000	99		3																																																										4																						
1863	光速符石<Lv4>	1	74	87				9											10000	1000	99		3																																																										5																						
1864	光速符石<Lv5>	1	87	99				9											10000	1000	99		3																																																										6																						
1890	致命打击符石<Lv1>	1	8	24				9											10000	1000	99		3																																																										2																						
1891	致命打击符石<Lv2>	1	24	44				9											10000	1000	99		3																																																										3																						
1892	致命打击符石<Lv3>	1	44	74				9											10000	1000	99		3																																																										4																						
1893	致命打击符石<Lv4>	1	74	87				9											10000	1000	99		3																																																										5																						
1894	致命打击符石<Lv5>	1	87	99				9											10000	1000	99		3																																																										6																						
619	掠夺符石<Lv1>	1	8	34				9											3000	100	99		1																																																																																
620	掠夺符石<Lv3>	1	34	64				9											5000	300	99		2																																																																																
621	掠夺符石<Lv5>	1	64	99				9											10000	1000	99		3																																																																																
1865	力量符石<Lv1>	1	1	19				9											3000	100	99		1																																																										4																						
1866	力量符石<Lv2>	1	19	39				9											3000	100	99		1																																																										8																						
1867	力量符石<Lv3>	1	39	59				9											5000	300	99		2																																																										12																						
1868	力量符石<Lv4>	1	59	79				9											5000	300	99		2																																																										16																						
1869	力量符石<Lv5>	1	79	99				9											10000	1000	99		3																																																										20																						
1870	敏捷符石<Lv1>	1	1	19				9											3000	100	99		1																																																										4																						
1871	敏捷符石<Lv2>	1	19	39				9											3000	100	99		1																																																										8																						
1872	敏捷符石<Lv3>	1	39	59				9											5000	300	99		2																																																										12																						
1873	敏捷符石<Lv4>	1	59	79				9											5000	300	99		2																																																										16																						
1874	敏捷符石<Lv5>	1	79	99				9											10000	1000	99		3																																																										20																						
1875	知识符石<Lv1>	1	1	19				9											3000	100	99		1																																																										4																						
1876	知识符石<Lv2>	1	19	39				9											3000	100	99		1																																																										8																						
1877	知识符石<Lv3>	1	39	59				9											5000	300	99		2																																																										12																						
1878	知识符石<Lv4>	1	59	79				9											5000	300	99		2																																																										16																						
1879	知识符石<Lv5>	1	79	99				9											10000	1000	99		3																																																										20																						
1880	体力符石<Lv1>	1	1	19				9											3000	100	99		1																																																										3																						
1881	体力符石<Lv2>	1	19	39				9											3000	100	99		1																																																										6																						
1882	体力符石<Lv3>	1	39	59				9											5000	300	99		2																																																										9																						
1883	体力符石<Lv4>	1	59	79				9											5000	300	99		2																																																										12																						
1884	体力符石<Lv5>	1	79	99				9											10000	1000	99		3																																																										15																						
1885	智力符石<Lv1>	1	1	19				9											3000	100	99		1																																																										4																						
1886	智力符石<Lv2>	1	19	39				9											3000	100	99		1																																																										8																						
1887	智力符石<Lv3>	1	39	59				9											5000	300	99		2																																																										12																						
1888	智力符石<Lv4>	1	59	79				9											5000	300	99		2																																																										16																						
1889	智力符石<Lv5>	1	79	99				9											10000	1000	99		3																																																										20																						
663	爆炸卷轴		1	70				12						9	1000	1			1000	300	99																																																													78	1																				
664	毒气卷轴		1	70				12						9	1000	1			1000	300	99																																																													190	1																				
665	灵符		1	70				12						9	1000	1			1000	300	99																																																													191	1																				
500	怨恨之契约石							0	2	1									300	300	99																																																																																		
981	憎恶之契约石							0	3	1									3000	3000	99																																																																																		
982	血之契约石							0	4	1									30000	30000	99																																																																																		
983	复仇之契约石							0	5	1									60000	60000	99																																																																																		
984	超越之契约石							0	6	1									90000	90000	99																																																																																		
501	兽人之骷髅							0	1	1									50	8	99																																																																																		
460	<怪兽>提高攻击速度药水							0											40	3	99									3																																													1	400	1000																										
461	<怪兽>提高攻击力药水							0											40	6	99										5																																												1	400	1000																										
462	<怪兽>提高防御力药水							0											150	19	99											5																	5																										1	400	1000																										
429	鸡变身配方							10											70	20	99																																																																																		
430	牛变身配方							10											30	14	99																																																																																		
431	马变身配方							10											120	28	99																																																																																		
432	狗变身配方							10											280	54	99																																																																																		
433	羊变身配方							10											140	32	99																																																																																		
434	山羊变身配方							10											140	32	99																																																																																		
435	猫变身配方							10											40	16	99																																																																																		
436	犀牛变身配方							10											420	76	99																																																																																		
437	猪变身配方							10											220	44	99																																																																																		
418	蝙蝠变身配方							10											20	12	99																																																																																		
420	蠕虫变身配方							10											570	100	99																																																																																		
421	毒蛇变身配方							10											60	19	99																																																																																		
422	飞蛾变身配方							10											320	60	99																																																																																		
425	滚刀哥布林变身配方							10											450	81	99																																																																																		
1039	窃贼变身配方							10											220	44	99																																																																																		
1040	蜥蜴人变身配方							10											100	25	99																																																																																		
419	野猪变身配方							10											50	17	99																																																																																		
427	蜘蛛变身配方							10											40	11	99																																																																																		
417	鹿变身配方							10											30	14	99																																																																																		
1037	龙变身配方							10											100	25	99																																																																																		
424	哥布林变身配方							10											40	16	99																																																																																		
1038	豺狼变身配方							10											70	20	99																																																																																		
423	骷髅变身配方							10											110	27	99																																																																																		
426	熊变身配方							10											170	36	99																																																																																		
428	蛇神变身配方							10											250	49	99																																																																																		
1041	洞穴巨人变身配方							10											190	40	99																																																																																		
1042	狮身蝎尾怪变身配方							10											120	28	99																																																																																		
1043	石像鬼变身配方							10											280	54	99																																																																																		
1044	狮鹫变身配方							10											320	60	99																																																																																		
1096	巨兽变身配方							10											420	76	99																																																																																		
1097	食尸鬼变身配方							10											180	38	99																																																																																		
1098	吸血鬼变身配方							10											100	25	99																																																																																		
1099	女怪变身配方							10											110	27	99																																																																																		
1100	六臂蛇妖变身配方							10											70	20	99																																																																																		
1164	遗迹守护者变身配方							10											360	67	99																																																																																		
1167	石巨人变身配方							10											260	51	99																																																																																		
2690	豺狼人变身配方							10											60	19	99																																																																																		
2691	鸭嘴兽变身配方							10											220	44	99																																																																																		
2692	贝德理恩变身配方							10											110	27	99																																																																																		
2693	鹰头人变身配方							10											120	28	99																																																																																		
2695	乌鸦变身配方							10											170	36	99																																																																																		
144	法老变身配方							10											320	60	99																																																																																		
145	舞剑者变身配方							10											450	81	99																																																																																		
146	安伯劳德变身配方							10											450	81	99																																																																																		
147	艾特恩变身配方							10											450	81	99																																																																																		
148	雷吉梅斯变身配方							10											570	100	99																																																																																		
149	菲休斯变身配方							10											570	100	99																																																																																		
150	布伦多变身配方							10											570	100	99																																																																																		
151	小丑变身配方							10											570	100	99																																																																																		
438	精灵水																		570	100	99																																																																																		
439	鹿草																		30	14	99																																																																																		
440	洞穴石																		220	44	99																																																																																		
441	粘土粉末																		50	17	99																																																																																		
442	食腐兽尸体																		40	11	99																																																																																		
443	剧毒鳞																		60	19	99																																																																																		
444	飞蛾毒粉																		40	16	99																																																																																		
445	坟墓土																		50	17	99																																																																																		
446	芦苇果																		280	54	99																																																																																		
447	沼泽岑树																		70	20	99																																																																																		
448	熊血																		420	28	99																																																																																		
449	坚韧蜘蛛网																		40	11	99																																																																																		
450	蛇神骨粉																		250	49	99																																																																																		
451	鸡蛋																		70	20	99																																																																																		
452	牛角																		30	14	99																																																																																		
453	马鬃																		120	28	99																																																																																		
454	忠犬链																		40	11	99																																																																																		
455	羊毛																		140	32	99																																																																																		
456	山羊胡须																		140	32	99																																																																																		
457	猫毛团																		40	16	99																																																																																		
458	犀牛角																		420	76	99																																																																																		
459	猪尾																		220	44	99																																																																																		
985	狼毛																		70	20	99																																																																																		
986	龙鳞																		100	25	99																																																																																		
987	哥布林之头																		40	16	99																																																																																		
988	洞穴巨魔眼睛																		190	40	99																																																																																		
989	窃贼脖子																		220	44	99																																																																																		
990	蜥蜴人之尾																		100	25	99																																																																																		
991	鹰身人长毛																		450	81	99																																																																																		
992	石像鬼之角																		280	54	99																																																																																		
993	狮鹫羽毛																		320	60	99																																																																																		
999	蜘蛛皮																		40	11	99																																																																																		
1017	半人马角																		420	76	99																																																																																		
1018	半人马大腿																		40	11	99																																																																																		
1019	九头蛇眼																		130	30	99																																																																																		
1103	蝙蝠牙齿																		20	12	99																																																																																		
1104	女妖仆人毒液																		110	27	99																																																																																		
1105	六臂蛇妖之鳞																		70	20	99																																																																																		
1106	树人之叶																		140	32	99																																																																																		
1107	吸血鬼之血																		100	25	99																																																																																		
1108	旁观者之眼																		30	14	99																																																																																		
1109	融尸者之油																		40	16	99																																																																																		
1110	蛇发女妖角																		420	76	99																																																																																		
1111	食尸鬼之犬牙齿																		180	38	99																																																																																		
1112	窃贼之短剑																		220	44	99																																																																																		
1113	灵魂石																		570	100	99																																																																																		
1168	斯波理根之短剑																		360	67	99																																																																																		
998	骷髅骨																		110	27	99																																																																																		
1021	狮身蝎尾怪之尾																		120	28	99																																																																																		
2636	豺狼人之血																		40	16	99																																																																																		
2637	风茎																		50	17	99																																																																																		
2638	鸭嘴兽之内脏																		30	14	99																																																																																		
2639	海之眼																		60	19	99																																																																																		
2640	绿鼠肉																		40	16	99																																																																																		
2641	鹰头人羽毛																		50	17	99																																																																																		
2642	黑色毒羽毛																		40	16	99																																																																																		
3329	蛇发女脚趾甲																		600	113	99																																																																																		
3330	法老心脏																		630	119	99																																																																																		
3331	旧绷带																		640	121	99																																																																																		
3332	鹰喙																		540	107	99																																																																																		
3334	鹰之羽毛																		580	110	99																																																																																		
84	黄昏之铃																		960	192	99																																																																																		
110	断掉的刀刃																		900	180	99																																																																																		
96	灵魂石																		965	193	99																																																																																		
100	管子																		950	190	99																																																																																		
108	雷吉梅斯的角																		1040	208	99																																																																																		
102	小丑面具																		1000	200	99																																																																																		
103	安伯劳德的鸟嘴																		980	196	99																																																																																		
396	鹿变身药水	3						7											30	14	99																																																															299	240000																		
397	蝙蝠变身药水	2						7											20	12	99																																																															82	240000																		
398	野猪变身药水	5						7											50	17	99																																																															13	240000																		
399	蠕虫变身药水	1						7											570	100	99																																																															450	240000																		
400	毒蛇变身药水	6						7											60	19	99																																																															118	240000																		
401	飞蛾变身药水	1						7											320	60	99																																																															31	240000																		
402	骷髅变身药水	11						7											30	14	99																																																															75	240000																		
403	哥布林变身药水	4						7											40	16	99																																																															640	240000																		
404	滚刀哥布林变身药水	1						7											450	81	99																																																															79	240000																		
405	熊变身药水	17						7											170	36	99																																																															127	240000																		
406	蜘蛛变身药水	1						7											40	11	99																																																															272	240000																		
407	蛇神变身药水	25						7											570	100	99																																																															85	240000																		
408	鸡变身药水	1						7											70	20	99																																																															101	240000																		
409	牛变身药水	1						7											30	14	99																																																															104	240000																		
410	马变身药水	1						7											120	28	99																																																															105	240000																		
416	狗变身药水	1						7											280	54	99																																																															107	240000																		
411	羊变身药水	1						7											140	32	99																																																															106	240000																		
412	山羊变身药水	1						7											140	32	99																																																															110	240000																		
413	猫变身药水	1						7											40	16	99																																																															109	240000																		
414	犀牛变身药水	1						7											420	76	99																																																															114	240000																		
415	猪变身药水	1						7											220	44	99																																																															112	240000																		
1029	龙变身药水	10						7											100	25	99																																																															644	240000																		
1030	豺狼变身药水	7						7											70	20	99																																																															622	240000																		
1031	窃贼变身药水	22						7											70	20	99																																																															282	240000																		
1032	蜥蜴人变身药水	10						7											100	25	99																																																															295	240000																		
1033	洞穴巨魔变身药水	19						7											190	40	99																																																															454	240000																		
1034	蛇身蝎尾怪之变身药水	12						7											120	28	99																																																															643	240000																		
1035	石像鬼变身药剂	28						7											280	54	99																																																															17	240000																		
1036	狮鹫变身药剂	32						7											320	60	99																																																															456	240000																		
1091	蛇发妖女变身药水	42						7											420	76	99																																																															316	240000																		
1092	食尸鬼变身药水	18						7											180	38	99																																																															738	240000																		
1093	吸血鬼变身药水	10						7											20	12	99																																																															731	240000																		
1094	女妖变身药水	11						7											100	25	99																																																															742	240000																		
1095	六臂蛇妖变身药水	7						7											100	25	99																																																															748	240000																		
1165	遗迹保护者变身药水	36						7											110	27	99																																																															637	240000																		
1166	石巨人变身药水	57						7											40	16	99																																																															712	240000																		
2684	豺狼人变身药水	7						7											60	19	99																																																															501	240000																		
2686	贝德里恩变身药水	11						7											110	27	99																																																															509	240000																		
2687	鹰头人变身药水	12						7											120	28	99																																																															516	240000																		
2689	乌鸦变身药水	12						7											170	36	99																																																															496	240000																		
2685	鸭嘴兽变身药水	24						7											220	44	99																																																															474	240000																		
136	法老变身药水	1						7											320	60	99																																																															838	240000																		
137	舞剑者变身药水	1						7											450	81	99																																																															915	240000																		
138	安伯劳德变身药水	1						7											450	81	99																																																															923	240000																		
139	艾特恩变身药水	1						7											450	81	99																																																															1209	240000																		
140	雷吉梅斯变身药水	1						7											570	100	99																																																															928	240000																		
141	菲休斯变身药水	1						7											570	100	99																																																															924	240000																		
142	布伦多变身药水	1						7											570	100	99																																																															922	240000																		
143	小丑变身药水	1						7											570	100	99																																																															929	240000																		
3909	酒农肺靛狼 刘疙							7																																																																												1276																			
622	甜味佐料																		70	20	99																																																																																		
623	咸味佐料																		40	11	99																																																																																		
624	苦味佐料																		360	67	99																																																																																		
625	酸味佐料																		360	67	99																																																																																		
626	辣味佐料																		120	28	99																																																																																		
627	清凉佐料																		360	67	99																																																																																		
628	迷惑佐料																		120	28	99																																																																																		
629	清淡香辛料																		30	14	99																																																																																		
630	微辣香辛料																		120	28	99																																																																																		
631	迷惑香辛料																		120	12	99																																																																																		
632	洋生菜																		140	32	99																																																																																		
633	欧芹																		190	40	99																																																																																		
634	大葱																		120	28	99																																																																																		
635	大蒜																		100	25	99																																																																																		
636	辣大蒜																		120	28	99																																																																																		
637	蘑菇																		100	25	99																																																																																		
638	洞穴蘑菇																		220	44	99																																																																																		
639	牛奶																		570	100	99																																																																																		
640	地瓜																		40	11	99																																																																																		
641	土豆																		280	54	99																																																																																		
642	肉																		40	11	99																																																																																		
643	肉干																		120	28	99																																																																																		
714	野猪皮																		50	17	99																																																																																		
656	鹿皮																		30	14	99																																																																																		
715	蝙蝠皮																		20	12	99																																																																																		
716	吸血鬼皮																		60	19	99																																																																																		
717	高级野猪皮																		40	11	99																																																																																		
718	熊皮																		170	36	99																																																																																		
719	高级蝙蝠皮																		40	11	99																																																																																		
720	高级鹿皮																		40	11	99																																																																																		
721	豺狼皮																		70	20	99																																																																																		
722	特级蝙蝠皮																		190	40	99																																																																																		
723	巨大魔法蝙蝠皮																		280	54	99																																																																																		
724	狼人皮																		40	11	99																																																																																		
725	魔法蝙蝠头之皮																		70	20	99																																																																																		
726	高级熊皮																		40	11	99																																																																																		
727	高级豺狼皮																		40	11	99																																																																																		
728	石像鬼皮																		280	54	99																																																																																		
729	特级豺狼皮																		190	40	99																																																																																		
1101	蛇发妖女之皮																		420	76	99																																																																																		
1102	吸尸鬼皮																		180	38	99																																																																																		
1000	蠕虫皮																		40	11	99																																																																																		
1001	龙皮																		100	25	99																																																																																		
1002	哥布林皮																		40	16	99																																																																																		
1003	洞穴巨魔皮																		190	40	99																																																																																		
1004	蜥蜴人皮																		100	25	99																																																																																		
1005	狮鹫皮																		320	60	99																																																																																		
1023	蛇身蝎尾怪之皮																		120	28	99																																																																																		
2136	六臂蛇妖之皮																		1	13	99																																																																																		
2137	吸血鬼之皮																		1	14	99																																																																																		
2138	女妖皮																		1	16	99																																																																																		
2140	骷髅人之脊椎																		1	16	99																																																																																		
2141	窃贼皮																		1	38	99																																																																																		
2142	蛇神皮																		1	44	99																																																																																		
2143	斯波理根皮																		1	71	99																																																																																		
2144	刻有神符之石																		1	34	99																																																																																		
2991	狼人皮																		60	19	99																																																																																		
2992	鸭嘴兽皮																		70	20	99																																																																																		
2993	贝德里恩之皮																		50	17	99																																																																																		
2677	鹰头人皮																		120	28	99																																																																																		
2678	狼头人皮																		70	20	99																																																																																		
2994	乌鸦皮																		170	36	99																																																																																		
90	薛德碎片																		980	196	99																																																																																		
101	菲休斯的胡须																		960	192	99																																																																																		
105	安伯劳德的皮																		965	193	99																																																																																		
107	艾特恩的皮																		1020	204	99																																																																																		
109	雷吉梅斯的壳																		1000	200	99																																																																																		
730	鹿肉																		30	14	99																																																																																		
731	野猪肉																		50	17	99																																																																																		
732	高级野猪肉																		40	11	99																																																																																		
733	高级鹿肉																		40	11	99																																																																																		
1025	龙肉																		100	25	99																																																																																		
1026	熊肉																		170	36	99																																																																																		
994	豺狼肉																		70	20	99																																																																																		
995	蜘蛛肉																		40	11	99																																																																																		
996	哥布林肉																		40	16	99																																																																																		
997	蜥蜴人肉																		100	25	99																																																																																		
1027	毒蛇肉																		60	19	99																																																																																		
1028	石像鬼肉																		280	54	99																																																																																		
1020	九头蛇肉																		130	30	99																																																																																		
1022	蛇身蝎尾怪之肉																		120	28	99																																																																																		
1024	狮鹫肉																		320	60	99																																																																																		
2679	狼人肉																		70	20	99																																																																																		
2680	鸭嘴兽肉																		30	14	99																																																																																		
2681	伯泰斯肉																		100	25	99																																																																																		
2682	鹰头人肉																		40	11	99																																																																																		
2683	乌鸦肉																		50	17	99																																																																																		
3333	鹰肉																		610	116	99																																																																																		
104	安伯劳德的肉																		970	194	99																																																																																		
106	艾特恩的肉																		940	188	99																																																																																		
644	乾坤烧鹅							12											1200	144	99																																																													213	1																				
645	生命的销魂饭							12											1800	216	99																																																													214	1																				
646	驯化烤肉							12											1200	144	99																																																													215	1																				
647	贤者的销魂饭							12											1800	216	99																																																													216	1																				
648	攻击鱼蛋							12											1200	144	99																																																													217	1																				
649	袭击什锦炒面							12											1800	216	99																																																													218	1																				
650	防御濑尿虾							12											1200	144	99																																																													219	1																				
651	防卫濑尿虾							12											1800	216	99																																																													220	1																				
1006	超越的销魂饭							12											1200	144	99																																																													245	1																				
1007	热板的销魂饭							12											1800	216	99																																																													246	1																				
1008	愤怒什锦炒面							12											1200	144	99																																																													247	1																				
1009	防守濑尿虾							12											1800	216	99																																																													248	1																				
1010	恢复的糕点							12											1200	144	99																																																													249	1																				
1011	治愈的糕点							12											1800	216	99																																																													250	1																				
1012	健康的糕点							12											1200	144	99																																																													251	1																				
1013	恢复的烤肉							12											1800	216	99																																																													252	1																				
1014	治愈的烤肉							12											1200	144	99																																																													253	1																				
1015	健康的烤肉							12											1800	216	99																																																													254	1																				
1114	火力攻击之腌肉							12											1200	144	99																																																													255	1																				
1115	火焰攻击之腌肉							12											1800	216	99																																																													256	1																				
1116	空气攻击之腌肉							12											1200	144	99																																																													259	1																				
